,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Nelson_EFN_genuslevel,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium
5320,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Stigmatopteris,Stigmatopteris_opaca,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5321,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Stigmatopteris,Stigmatopteris_pellucidopunctata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5322,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Stigmatopteris,Stigmatopteris_prionites,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5323,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Stigmatopteris,Stigmatopteris_pterorhachis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5324,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Stigmatopteris,Stigmatopteris_rotundata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5325,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Stigmatopteris,Stigmatopteris_sordida,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5326,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Stigmatopteris,Stigmatopteris_tijuccana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5327,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Stigmatopteris,Stigmatopteris_ulei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5328,Gleicheniaceae,Gleicheniales,Gleicheniales,Gleicheniales,Gleicheniales,Stromatopteris,Stromatopteris_moniliformis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5331,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Struthiopteris,Struthiopteris_castanea,No,NA,NA,Pers. comm Sonia Molino de Miguel,,,,NA,,,
5332,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Struthiopteris,Struthiopteris_spicant,No,NA,NA,Pers. comm Sonia Molino de Miguel,,,,NA,,,
5333,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Synammia,Synammia_espinosae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5334,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Synammia,Synammia_feuillei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5335,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Synammia,Synammia_intermedia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5336,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Syngramma,Syngramma_quinata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5337,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Taenitis,Taenitis_blechnoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5338,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Taenitis,Taenitis_interrupta,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5339,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_calomelanos,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5340,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_carolinense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5341,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_denhami,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5342,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_gracile,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5343,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_longipinnulum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5344,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_luzonicum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5345,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_melanesicum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5346,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_moluccanum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5347,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_moorei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5348,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_novoguineense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5349,Lindsaeaceae,Polypodiales,Lindsaeineae,Lindsaeineae,Lindsaeineae,Tapeinidium,Tapeinidium_pinnatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5350,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_acerifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5351,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_aenigma,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5352,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_angelicifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5353,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_angulata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5354,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_antioquoiana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5355,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_athyrioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5356,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_aurita,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5357,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_balansae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5358,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_barberi,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5359,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_barteri,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5360,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_borneensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5361,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_christovalensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5362,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_cicutaria,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5363,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_coadunata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5364,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_crenata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5365,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_darienensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5366,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_decurrens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5367,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_dissecta,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5368,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_dubia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5369,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_durvillei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5370,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_ebenina,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5371,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_fauriei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5372,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_fernandensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5373,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_ferruginea,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5374,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_fimbriata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5375,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_fissa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5376,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_fuscipes,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5377,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_gaudichaudii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5378,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_gemmifera,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5379,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_gigantea,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5380,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_griffithii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5381,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_grossedentata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5382,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_harlandii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5383,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_heracleifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5384,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_herpetocaulos,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5385,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_heterocarpa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5386,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_hilocarpa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5387,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_impressa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5388,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_incisa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5389,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_ingens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5390,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_jardini,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5391,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_kusukusensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5392,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_labrusca,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5393,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_laotica,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5394,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_latifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5395,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_luchunensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5396,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_macleanii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5397,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_manilensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5398,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_melanocaulos,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5399,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_membranacea,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5400,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_mexicana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5401,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_microsora,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5402,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_moorei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5403,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_morsei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5404,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_multicaudata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5405,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_nayarii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5406,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_panamensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5407,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_paradoxa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5408,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_phaeocaulis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5409,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_pica,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5410,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_pilosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5411,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_pleiosora,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5412,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_polymorpha,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5413,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_prolifera,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5414,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_pseudosiifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5415,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_psomiocarpa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5416,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_pubens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5417,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_puberula,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5418,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_quinquefida,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5419,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_repanda,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5420,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_rivalis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5421,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_sabahensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5422,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_sagenioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5423,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_semipinnata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5424,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_setulosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5425,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_simonsii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5426,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_singaporeana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5427,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_sodiroi,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5428,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_subfuscipes,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5429,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_subglabrata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5430,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_subsageniacea,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5431,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_subtriphylla,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5432,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_subvariolosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5433,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_sulitii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5434,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_tahitensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5435,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_tricuspis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5436,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_trifoliata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5437,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_vasta,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5438,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_wightii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5439,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Tectaria,Tectaria_zeilanica,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5442,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Teratophyllum,Teratophyllum_koordersii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5443,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Teratophyllum,Teratophyllum_ludens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5444,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Teratophyllum,Teratophyllum_rotundifoliatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5445,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_asplenifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5446,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_atroviridis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5447,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_chrysleri,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5448,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_eggersii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5449,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_hanekeana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5450,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_lehmanniana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5451,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_staheliana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5452,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Thelypteris,Thelypteris_confluens,No,0,NA,"Susan Fawcet Pers. Comml Nelson et al., 2018",,,,NA,,,
5453,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Thelypteris,Thelypteris_palustris,No,0,NA,"Susan Fawcet Pers. Comml Nelson et al., 2018",,,,NA,,,
5454,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Thylacopteris,Thylacopteris_papillosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5455,Thyrsopteridaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Thyrsopteris,Thyrsopteris_elegans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5456,Psilotaceae,Psilotales,Psilotales,Psilotales,Ophioglossaceae & Psilotaceae,Tmesipteris,Tmesipteris_elongata,No,NA,NA,"Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
5457,Psilotaceae,Psilotales,Psilotales,Psilotales,Ophioglossaceae & Psilotaceae,Tmesipteris,Tmesipteris_gracilis,No,NA,NA,"Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
5458,Psilotaceae,Psilotales,Psilotales,Psilotales,Ophioglossaceae & Psilotaceae,Tmesipteris,Tmesipteris_horomaka,No,NA,NA,"Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
5459,Psilotaceae,Psilotales,Psilotales,Psilotales,Ophioglossaceae & Psilotaceae,Tmesipteris,Tmesipteris_obliqua,No,NA,NA,"Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
5460,Psilotaceae,Psilotales,Psilotales,Psilotales,Ophioglossaceae & Psilotaceae,Tmesipteris,Tmesipteris_sigmatifolia,No,NA,NA,"Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
5461,Psilotaceae,Psilotales,Psilotales,Psilotales,Ophioglossaceae & Psilotaceae,Tmesipteris,Tmesipteris_tannensis,No,NA,NA,"Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
5462,Psilotaceae,Psilotales,Psilotales,Psilotales,Ophioglossaceae & Psilotaceae,Tmesipteris,Tmesipteris_truncata,No,NA,NA,"Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
5463,Osmundaceae,Osmundales,Osmundales,Osmundales,Osmundales,Todea,Todea_barbara,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5464,Osmundaceae,Osmundales,Osmundales,Osmundales,Osmundales,Todea,Todea_papuana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5473,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Trachypteris,Trachypteris_pinnata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5474,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_accedens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5475,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_alatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5476,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_anadromum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5477,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_ankersii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5478,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_arbuscula,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5479,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_bicorne,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5480,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_boivinii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5481,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_botryoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5482,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_cellulosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
